big_User 04; -59.82619069723698; -141.53729012390346; 375.43841623586616;Delta Pavonis
small_JAFFA; 189.81747722515857; -20.52373469938673; 702.0817189132548;18 Scorpii
small_User 27; 407.2480242635382; -65.30505716150499; 818.2998763075208;GJ 586
small_User 32; 56.743319860692; 36.77037438892763; 624.4479053705152;Gliese 660
small_User 22; 452.24574617299936; -13.08627578873451; 688.6268158064352;Mu Virginis
big_User 07; -95.19946777263097; 75.07940516284334; 452.32580407426553;Altair
small_User 20; 539.6714740708816; 74.37526377235613; 927.2588802260511;
small_User 60; 456.10150231799406; 60.376992309079924; 627.1978509107406;HD 126053
big_User 12; -111.69496085808349; -91.85259461315948; 200.7437761671994;e Eridani
small_User 24; 410.7923527724084; 133.74553616672006; 904.3606275945119;
small_User 49; 377.41169172639565; 67.83110062019422; 878.6972322835076;HD 141272
small_User 37; 153.800141661817; 47.879976533261186; 837.2283090781943;HD 152391
small_User 48; 78.01304547768322; -163.95481729243207; 817.6401467093918;Xi Ophiuchi
small_User 40; 334.7414088309458; 235.56550712977668; 965.6428845448971;
small_User 19; 38.675224728049955; 157.94997471044033; 770.4171003875806;Alpha Ophiuchi
small_User 26; 637.9272873397654; -141.5345733840175; 1068.3909924058696;
big_User 66; -156.17626256936018; 61.91331805255798; 280.3850420128494;Wolf 28
small_User 47; 25.096117103008172; -172.65496198996763; 829.6549949621077;58 Ophiuchi
small_User 52; 389.3943266719621; -121.82406869708684; 997.9327019136456;
small_User 34; 150.8333738757182; 56.70417528830925; 950.7203556089697;V2213 Ophiuchi
small_User 38; -84.45470771438941; -110.811178318111; 689.6394398855582;HD 172051
small_PORRIMA; 376.8340646945609; 38.434444080326315; 380.16117385853346;
small_User 29; -62.24308814655821; 59.946610137445674; 729.0081340476969;
small_User 45; 472.10050173713955; 156.4436897418173; 584.879121263497;HD 122742
small_User 35; 247.22944263768733; -32.05467366348686; 1003.8114047295511;
small_User 18; -136.21697667780808; 277.5309715059515; 874.3713304031899;110 Herculis
small_User 50; 213.77113539689987; -169.27378095267613; 1128.060733986083;
small_User 30; 46.00347003445458; 115.68346734136918; 1104.8367993113156;
small_User 44; 703.836518359561; 218.30237514296687; 1029.6769415598476;
small_User 28; -73.13241635336611; 16.228285619856088; 894.1566845621251;Eta Serpentis
small_User 56; 387.7666497999108; -27.96165899497248; 364.01241070565055;
small_User 59; 359.40665358301123; 60.50503258813852; 301.84603992144145;Beta Virginis
small_User 07; 223.69453900894817; -156.6575316270681; 299.7653367437512;HD 102365
small_User 17; -134.73611059820144; 257.43240425243386; 1106.8494247534907;
small_User 14; 89.76501792309482; 242.26688928314653; 593.3576016614916;Zeta Herculis
small_User 43; 434.7555030520336; 206.41573273328936; 521.7123072349775;Tau Bootis
small_User 54; 758.733694054835; -86.6230674042349; 1065.7219241918408;
small_User 62; 562.6033840685932; -15.343117963938651; 690.3459640182701;
small_User 63; 560.0727161013383; -15.566256089619277; 683.1992600169914;
big_User 13; -47.98463954606858; 211.98917118084043; 499.1133388147749;Vega
small_User 46; 713.3275167824705; 218.46875274947482; 947.9189829304864;
small_User 61; 482.3961623314944; 74.74676961443596; 499.19045627347907;
small_User 55; 799.2103480477155; -51.95698159263497; 1071.0715173861033;
small_User 57; 619.1156260631426; -31.429242206682083; 724.6695628410403;
small_User 58; 837.6083910634067; 193.7810756173261; 1108.3121175665995;
small_User 68; 509.07522428096524; 76.87033041014986; 514.3529169418252;
